,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija
10,rLIJvpNx_1_10,Tony Cetinski,Tony Cetinski,Cudu se nadam uzalud (feat. Elvis Stanic),1519,"Molim Boga da je vrati
koracima nevjernim
putujem, al' ne znam kome
nosen vjetrom sjevernim

Odavno more uslo je u krv
u venama njen je kod
otkad nje nema vise tu
ja pomalo nisam svoj
 
Ref. 2x
Prebolim je stoput na dan
pa joj se vratim kao lud
na ljubav se jos zaklinjem
cudu se nadam uzalud 

Molim Boga da je vrati
da je sretnem slucajno
pa je opet sanjam sretnu
jos mi fali prokleto

Ref. 2x

Moje je srce kao brod
a jedra mu polomljena
sreca se razbila o pod
jer nije nam sudjena

Na na na na 
na na na na

Molim Boga da je vrati
da je sretnem slucajno","https://tekstovi.net/2,135,60018.html",,Čudu se nadam uzalud,I Hope For A Miracle In Vain,Kao u snu,"Molim Boga da je vrati
Koracima nevjernim,
Putujem, al' ne znam kome
Nošen vjetrom sjevernim. Odavno more ušlo je u krv
U venama njen je kod,
Otkad nje nema više tu
Ja pomalo nisam svoj. Prebolim je sto put na dan
Pa joj se vratim kao lud,
Na ljubav se još zakljinjem
Čudu se nadam uzalud. Molim Boga da ju vrati
Da ju sretnem slučajno,
Pa ju opet sanjam sretnu
Još mi fali prokleto. Odavno more ušlo je u krv
U venama njen je kod,
Otkad nje nema više tu
Ja pomalo nisam svoj. Prebolim je sto put na dan
Pa joj se vratim kao lud,
Na ljubav se još zaklinjem
Čudu se nadam uzalud. Moje je srce kao brod,
A jedra mu polomljena
Aaa
Sreća se razbila o pod,
Jer nije nam suđena. Na na na na
Na na na na. Molim Boga da je vrati,
Da ju sretnem slučajno","I pray to God to bring her back
To unfaithful steps,
I travel, but I don't know whom to
Carried by the northern wind. Long time ago a sea entered into blood
Her code is inside the veins,
Since she's no longer here
I'm a bit out of myself. I get over her hundred times a day
And then I go back to her like crazy,
I still swear on love
I hope for a miracle in vain. I pray to God to bring her back
To meet her by chance
And then again I dream of her being happy
I still bloody miss her. Long time ago a sea entered into blood
Her code is inside the veins,
Since she's no longer here
I'm a bit out of myself. I get over her hundred times a day
And then I go back to her like crazy,
I still swear on love
I hope for a miracle in vain. My heart is like a ship,
And his sails broken,
Aaa
Happines broke against the floor
Because it's not meant for us. Na na na na
Na na na na. I pray to God to bring her back
To meet her by chance",https://lyricstranslate.com/en/%C4%8Dudu-se-nadam-uzalud-i-hope-miracle-vain.html,,,,,,,,,,,
11,rLIJvpNx_1_11,Tony Cetinski,Tony Cetinski,Daj mi sve,67678,"Znam da ne vrijede prazne rijeci sve
ne znaju naci put ka sreci, ne
za tebe istina stvorena je
ni jednog daha nema sad bez nje

Pogledom jednim sve mi kazes ti
vise od srece stihom dajes mi
svaki me dodir tvoj uvjeri
da bez tebe ja vise nisam ja
 
Ref.
Daj mi sve, svoje noci, dane
daj mi sve, sto u oci stane
daj mi sve, svoje lose navike

Daj mi sve, svoje tuzne dane
daj mi sve, s tvoje dobre strane
daj mi sve, sto vodi do tebe
daj mi sve

Bez tebe kise tope dane sve
bez tebe noci venu za mene
bez tebe ljubav je prolazan san
bez tebe kome sada sebe da dam","https://tekstovi.net/2,135,9540.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Tony Cetinski'],,,https://diskografija.com/pjesma/daj-mi-sve-3868.htm,Daj mi sve,"['Toni Cetinski', 'Mirza Tetarić', ""Darko Juranović D'Knock""]","['Toni Cetinski', 'Mirza Tetarić']","[""Predrag Martinjak P'eggy"", ""Darko Juranović D'Knock""]",,,
12,rLIJvpNx_1_12,Tony Cetinski,Tony Cetinski,Danas ces mi trebati,13440,"Ljubavi, danas ces mi trebati
peti put vec zovem te
i opet javlja mi se stroj
na usi sad mi izlazi
taj prokleti tvoj broj

Digni sad taj telefon
jer doma sigurno si ti
pitam se u krevetu
dal' uopce sama si
 
I zovem te, al' nema te
 ti ne znas kako, kako zelim te
hajde daj javi se, o gdje si baby

Ref.
Ljubavi, danas ces mi trebati
ljubavi, danas ces mi trebati

Priznajem da ponekad
nesto ruzno kazem ja
al nije valjda razlog taj
tvog nejavljanja

I zovem te, al' nema te
ti ne znas kako, kako zelim te
hajde daj javi se, o gdje si baby

Ref.

I'm going deeper on the ground

Ref.","https://tekstovi.net/2,135,44780.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/danas-ces-mi-trebati-4218.htm,Danas ćeš mi trebati,,,,,,
13,rLIJvpNx_1_13,Tony Cetinski,Tony Cetinski,"Dobra ti noc, bivsa ljubavi",134167,"Ponoc blizu, zora daleko
lutam preko sjecanja
noc je nekad bila prijatelj
a prodje sad bez pozdrava

To sam doba volio dok smo bili zajedno
al' neko mi te uzeo i od tad zivim sam
 
Ref.
Dobra ti noc, bivsa ljubavi
Boze, imas li isti broj
znam da nisi sama i da ne mislis o nama
falis mi 

Otkad si s njim
da l' u oku sjaj njegov zagrljaj ti probudi
zaljubljen sam bio, nista drugo nisam htio
jer imali smo svijet pod nogama

K'o da od tad ne znam sanjati
samo brojim poraze
jos se pitam sto se desilo
gdje sam to pogrijesio

Previse sam volio, siguran u nas
zivot takav kakav je, sve okrene za cas

Ref.

Ref.","https://tekstovi.net/2,135,26920.html",,Dobra Ti Noc Bivsa Ljubavi,"Have a good night, my ex love",Ako To Se Zove Ljubav (2008),"Ponoć blizu, zora daleko
1
lutam preko sjećanja
noć je nekad bila prijatelj
a prođe sad bez pozdrava. To sam doba volio dok smo bili zajedno
al' neko mi te uzeo i od tad živim sam. Ref.
Dobra ti noć, bivša ljubavi
Bože, imaš li isti broj
znam da nisi sama i da ne misliš o nama
fališ mi. Otkad si s njim
da l' u oku sjaj njegov zagrljaj ti probudi
zaljubljen sam bio, ništa drugo nisam htio
jer imali smo svijet pod nogama. K'o da otad ne znam sanjati
samo brojim poraze
još se pitam šta se desilo
gdje sam to pogriješio. Previše sam volio, siguran u nas
život takav kakav je, sve okrene za čas. Ref.","The midnight is near, the dawn is far away
I'm wandering across my memories
The night once used to be my friend
And now it passes by me without a greeting. I used to like that part of the day when we were together
But someone took you away from me and since then I'm living alone. Chorus:
Have a good night, my ex love
Oh God, do you still have the same number?
I know you're not alone and you're not thinking about us
I miss you. Since you're with him
does his hug wakes the shine in your eyes?
I was in love, I didn't want anything else
Because we had the world under our feet. It seems that since then I don't know how to dream anymore
I'm just counting my defeats
I still wonder what happened
Where did I go wrong. I loved too much, I trusted us
Life is as it is, everything changes in a moment. Chorus",https://lyricstranslate.com/en/dobra-ti-noc-bivsa-ljubavi-have-good-night-my-ex-love.html,['Tony Cetinski'],2008 - Ako to se zove ljubav,2011 - The best of,https://diskografija.com/pjesma/dobra-ti-noc-bivsa-ljubavi-13903.htm,Dobra ti noć bivša ljubavi,['Miro Buljan'],['Nenad Ninčević'],['Miro Buljan'],,,
14,rLIJvpNx_1_14,Tony Cetinski,Tony Cetinski,Dodjite mi nocas svi,46437,"Nekad sam i ja bio lud i zaljubljen
godina je dana otkad nisam vise njen
prijatelje zovem, jer nocas slavi tuga
svoj prvi rodjendan

Sanjam ju na moru pod bijelim jedrima
svaku noc je njeno ime moja molitva
i samo korak dijeli da ode zivot cijeli
da u vodu pretvori se sve
 
Ref.
I dodjite mi nocas svi prijatelji najbolji
da sjednemo za isti stol 
pa da podijelim sa vama bol

I dodjite na ovaj dan, jer ne mogu biti sam
da sjednemo za isti stol
pa da podijelim sa vama bol

Sanjam ju na moru pod bijelim jedrima
svaku noc je njeno ime moja molitva
i samo korak dijeli da ode zivot cijeli
da u vodu pretvori se sve

Ref. 2x","https://tekstovi.net/2,135,26926.html",,,,,,,,,,,,,,,,,,
15,rLIJvpNx_1_15,Tony Cetinski,Tony Cetinski,General bez cinova,2220,"Od zivota samo imao samo par samara
brisala me sreca iz svog adresara
mijenjao sam svijet
ispravljao krive ceste ja

Vodilo me srce
 ljudi zvali su me nemir
bacala me ljubav 
gdje najmracniji je svemir
mijenjao sam zvijezde 
svakog dana druga zemlja, grad
 
Ref.
General bez cinova
za dodir tih dlanova
sad zivot bih dao svoj za mir

Ruzo bez korijena
ljubavi moja umorena
disem, da ti suze obrisem
i da poljubim ti dusu usnama
jer sve si moje najbolje

Ref.","https://tekstovi.net/2,135,59889.html",Aleksandra Milutinovic,General bez činova,A General Without Ranks,Kao u snu,"Od života samo imao sam par šamara
1
Brisala me sreća iz svog adresara,
Mijenjao sam svijet
Ispravljao krive ceste ja. Vodilo me srce, ljudi zvali su me nemir
Bacala me ljubav, gdje najmračniji je svemir
Mijenjao sam zvijezde,
Svakog dana druga zemlja, grad. General bez činova
Za dodir tih dlanova,
Sad život bih dao svoj
Za mir. Ružo bez korijena
Ljubavi moja umorena,
Dišem da ti suze obrišem
I da poljubim ti dušu usnama,
Jer sve si moje najbolje. Vodilo me srce, ljudi zvali su me nemir
Bacala me ljubav gdje najmračniji je svemir.
Mijenjao sam zvijezde,
Svakog dana druga zemlja, grad. General bez činova
Za dodir tih dlanova,
Sad život bih dao svoj
Za mir. Ružo bez korijena
Ljubavi moja umorena,
Dišem da ti suze obrišem
I da poljubim ti dušu usnama,
Jer sve si moje najbolje. Ružoooo bez korijena....","Life gave me just a few slaps
Luck erased me from it's adress book
I changed the world
Corrected crooked paths. Heart led me, people used to call me restlessness
Love threw me where the space is darkest
I changed the stars
Each day a different country, town. A general without ranks
For the touch of those palms
I would now give my life
For peace. A rose without a root
My murdered love
I breathe so I'd wipe your tears
And kiss your soul with my lips
Because you're all the best of me. Heart led me, people used to call me restlessness
Love threw me where the space is darkest
I changed the stars
Each day a different country, town. A general without ranks
For the touch of those palms
I would now give my life
For peace. A rose without a root
My murdered love
I breathe so I'd wipe your tears
And kiss your soul with my lips
Because you're all the best of me. A rose without a root...",https://lyricstranslate.com/en/general-bez-%C4%8Dinova-general-without-ranks.html,,,,,,,,,,,
16,rLIJvpNx_1_16,Tony Cetinski,Tony Cetinski,Hodam,18579,"Jos je sanjam ja
dok razliva se dan
ko ulje na platnu

Pa izadjem iz toga sna
a u ogledalu
neki drugi ja
 
Sto je im'o svijet na dlanu
cijeli svemir, zvijezde sve
dok je ona bila ovdje
dok se budio kraj nje

Ref.
Hodam Zagrebom
psujem zivot krut
Boze daj mi jos
jednom sa njom ukrizaj put

Hodam gradom tim
psujem oblake
i tako prolazi 
jos jedan dan bez nje

Jos jedan dan
jos jedan dan
bez nje

Svi mi govore
ma sve su one iste
jedna na drugu

Kazem dobro da
jedna na drugu
al' ni jedna na nju

A vjetar gnjavi iznad trga
jesen baca ordenje
ljubav zadnja ljubav prva
ona mi je bila sve

Ref. 2x","https://tekstovi.net/2,135,35355.html","Inconnu Compositeur Auteur, Miro Buljan",Hodam,I walk,,"Još je sanjam ja
1
Dok razliva se dan
Ko' ulje na platnu. Pa izađem iz toga sna
A u ogledalu
Neki drugi ja
Što je im'o svijet na dlanu,
Cijeli svemir, zvijezde sve
Dok je ona bila ovdje,
Dok se budio kraj nje. (Refren)
Hodam Zagrebom
Psujem život krut
Bože daj mi još
Jednom sa njom ukrižaj put
Hodam gradom tim
Psujem oblake
I tako prolazi još jedan dan bez nje. Još jedan dan
Još jedan dan
Bez nje. Svi mi govore
Ma sve su one iste
Jedna na drugu. Kažem dobro da
Jedna na drugu
Al' ni jedna na nju. A vjetar gnjavi iznad trga
Jesen baca ordenje
Ljubav zadnja ljubav prva
Ona mi je bila sve","I still dream about her
while the day spreads
like oil on canvas. I leave this dream
but see in the mirror
another me. Who had the world in the palm on his hand
The whole universe and all the stars
While she was here
While he woke up next to her. - chorus -
I walk through Zagreb
I curse the harsh life
God, please give me the chance
to cross my path with hers once more
I walk this city
I curse the clouds
And so another day without her goes by. Another day
Another day
Without her. Everyone tells me
""They're all the same
each one like the other"". I say ""good, yes,
one is like the other,
but none is like her"". And the wind is tormenting above the square
The autumn is throwing about medals
Last love, first love,
she was everything to me",https://lyricstranslate.com/en/hodam-i-walk.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/hodam-16106.htm,Hodam,['Miro Buljan'],['Miro Buljan'],"['Miro Buljan', 'Igor Ivanović']",,,
17,rLIJvpNx_1_17,Tony Cetinski,Tony Cetinski,Iz dana u dan,82118,"Ja sam kriv
tvoja ljubav za nikoga nije
stavi usne za moje dobro
na nekog drugog sto prije

Za mene bolji ne postoji lijek
i ako ti imalo znacim
kunem ti se svim i svacim
da me gubis zauvijek
 
Ref.
Iz dana u dan 
kako prolazi vrijeme
sve vise sam siguran 
ti nisi zena za mene

Al' jos te volim, a ne bih smio
ne das mi mira
i jos me kidas dio po dio
ma prokleta bila

I napokon otvaram oci
nakon godina dugih
i sada vidim
ti nisi nista drugacija od drugih

Znam da bolji ne postoji lijek
i ako ti imalo znacim
kunem ti se svim i svacim
da me gubis zauvijek

Ref. 2x","https://tekstovi.net/2,135,9728.html",,,,,,,https://lyricstranslate.com/en/translator/nilson-page-9&sort=desc&order=,['Tony Cetinski'],2001 - Dora 2001,2004 - A sada...,https://diskografija.com/pjesma/iz-dana-u-dan-3872.htm,Iz dana u dan,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],2011 - The best of,,
18,rLIJvpNx_1_18,Tony Cetinski,Tony Cetinski,Ja ne znam nikog boljeg od tebe,8061,"Ja ne znam nikog boljeg od tebe
i ne vjerujem da bolja postoji
cak i u necem nevaznom sasvim
sto se u ovom zivotu ne broji

Kada sam bio gore na vrhu
s koga se, kazu, sve vidi bolje
nisam ni znao kad budem pao
da ti ces sa mnom ostati dolje
 
Ref.
Takva k'o ti se ne srece cesto
k'o dar sa neba u zivot stigne
uzalud tuga, sve lose vijesti
tvoja me ljubav svaki put digne

Takva k'o ti me cuva od svega
od onih sto su mi zivot krale
s tobom sam jaci za ono nesto
sto one nikad nisu ni znale

Ref.","https://tekstovi.net/2,135,57607.html",,Ja ne znam nikog boljeg od tebe,I don't know anyone better than you,Kao u snu,"Ja ne znam nikog boljeg od tebe
i ne vjerujem da bolja postoji.
Čak i u nečem nevažnom sasvim,
što se u ovom životu ne broji.. Kada sam bio gore na vrhu,
s koga se kažu sve vidi bolje,
nisam ni znao kad budem pao
da ti ćeš sa mnom ostati dolje.. Takva k'o ti se ne sreće često
k'o dar sa neba u život stigne,
uzalud tuga sve loše vijesti,
tvoja me ljubav svaki put digne.. Takva k'o ti me čuva od svega,
od onih što su mi život krale.
S tobom sam jači za ono nešto,
što one nikad nisu ni znale.. Ja ne znam nikog boljeg od tebe
i ne vjerujem da bolja postoji.
Čak i u nečem nevažnom sasvim,
što se u ovom životu ne broji.. Takva k'o ti se ne sreće često
k'o dar sa neba u život stigne,
uzalud tuga sve loše vijesti,
tvoja me ljubav svaki put digne.. Takva k'o ti me čuva od svega,
od onih što su mi život krale.
S tobom sam jači za ono nešto,
što one nikad nisu ni znale.","I don't know anyone better than you
And I don't believe that there is better
Even in something completely unimportant
What isn't counted in this life. When I was up at the top
From whom as they say, everything is better seen
I didn't even know that when I fall
You will stay with me downstairs. Such a woman like you, it doesn't meet often
Like a gift from heaven came into life
In vain sadness, all the bad news
Your love lifts me up every time. Such a woman like you, keep me from everything
From those that stole my life
With you I'm stronger for something
What they never even knew. I don't know anyone better than you
And I don't believe that there is better
Even in something completely unimportant
What isn't counted in this life. Such a woman like you, it doesn't meet often
Like a gift from heaven came into life
In vain sadness, all the bad news
Your love lifts me up every time. Such a woman like you, keep me from everything
From those that stole my life
With you I'm stronger for something
What they never even knew",https://lyricstranslate.com/en/ja-ne-znam-nikog-boljeg-od-tebe-i-dont-know-anyone-better-you.html,,,,,,,,,,,
19,rLIJvpNx_1_19,Tony Cetinski,Tony Cetinski,Ja sam zaljubljen,201276,"Plavo jutro dolazi 
u moju sobu ulazi 
mirise na jabuke 
i na prve poljupce 

Kad te vidim kisa prestane 
crni oblak odmah nestane 
cijeli svijet se sa mnom raduje 
a tvoj osmjeh nose ulice 
 
Ref.
I sada znam, o znam 
ja sam zaljubljen 
ja sam zaljubljen 
ja sam zaljubljen 

Plavo jutro dolazi 
u moju sobu ulazi 
mirise na jabuke 
i na prve poljupce 

Kad te vidim kisa prestane 
crni oblak odmah nestane 
cijeli svijet se sa mnom raduje 
a tvoj osmjeh nose ulice 

I sada znam, o znam 
ja sam zaljubljen 

Ref.

Kad te vidim kisa prestane 
crni oblak odmah nestane 
cijeli svijet se sa mnom raduje 
a tvoj osmjeh nose ulice

I sada znam, o znam 
ja sam zaljubljen 
(3x)","https://tekstovi.net/2,135,15455.html",G.mineo,Ja sam zaljubljen,,,"Plavo jutro dolazi,
U moju sobu ulazi.
Miriše na jabuke
I na prve poljupce.. Kad te vidim, kiša prestane,
Crni oblak odmah nestane.
Cijeli svijet se sa mnom raduje,
A tvoj osmijeh nose ulice.. (Refren)
I sada znam, o znam,
Ja sam zaljubljen!
Ja sam zaljubljen!
Ja sam zaljubljen!. Plavo jutro dolazi,
U moju sobu ulazi.
Miriše na jabuke
I na prve poljupce.. Kad te vidim, kiša prestane,
Crni oblak odmah nestane.
Cijeli svijet se sa mnom raduje,
A tvoj osmijeh nose ulice.. I sada znam, o znam,
Ja sam zaljubljen!. (Refren). Kad te vidim, kiša prestane,
Crni oblak odmah nestane.
Cijeli svijet se sa mnom raduje,
A tvoj osmijeh nose ulice.. I sada znam, o znam,
Ja sam zaljubljen!",,https://lyricstranslate.com/en/Tony-Cetinski-Ja-sam-zaljubljen-lyrics.html,['Tony Cetinski'],1995 - Ljubav i bol,2006 - Ja sam zaljubljen,https://diskografija.com/pjesma/ja-sam-zaljubljen-4214.htm,Ja sam zaljubljen,,,,2011 - The best of - uživo,,
20,rLIJvpNx_1_20,Tony Cetinski,Tony Cetinski,Jedan korak,380,"(feat. Vanna, Nina Badric, Opca opasnost i prijatelji)

[Tony Cetinski]
Jedan zivot, jedan prekinuti san

[Vanna]
Jedna prica, nedovrseni kraj
 
[Opca opasnost]
Samo suza u tisini tvoje ime doziva

[Nina Badric]
Jedna mladost, jedan slomljen cvijet

[Ivana i Marija Husar]
Jedan korak je zaustavio svijet

[Sestre Palic]
Sada vrijeme strazu cuva
do tebe me ne pusta

Ref.
Vratite mi nju
nek' se zvijezde smiluju
da zbogom joj kazem, bar to mi duguju
samo vratite mi nju

[Zajedno]
Jedna slika, kratki bljesak sjecanja
jedan osmijeh sto na tebe podsjeca
pozelim ostat' u tom trenu
a znam da tu ne pripadam

Ref.

[Stoka]
Samo pozitiva, ljubav i osmijeh sto sjaji
na polju tratincica pocetak je, nije kraj
zvijezde koje svijetle, gledam ih, ti si raj
sirim ruke prema nebu i cekam jos jedan zagrljaj
prica je to njena, zove se Petra, znaj

Vidim tvoj pogled u svakom drugom bicu
oblacima, cvijecu, valovima i liscu
pratim tvoje znakove, neispricanu pricu
na duginim bojama, rozim zorama sto svicu
Petra

Ref. 2x","https://tekstovi.net/2,135,64630.html",,,,,,,,,,,,,,,,,,
21,rLIJvpNx_1_21,Tony Cetinski,Tony Cetinski,Jednom u zivotu,211815,"Imao sam sve sto pozelim
prijatelja stvarno ne znam broj
izlazio van, a svugdje bio sam
dok nisi dosla ti

Svijetlila mi svjetla gradova
poneko dizanje, a bezbroj padova
dosla si k'o lijek
cijeli sam te vijek, cekao ja
 
Ref.
Jednom u zivotu dodje ta
koja ljubi tebe takvoga
izbrise ti usnama poraze na grudima
kad te njezno poljubi

I Boga molis nek je vjecno tu
umro bi da zatreba za nju
jer sve na svijetu zelis s njom
zelis kucu djecu dom
ona sto te zavoli
samo ta to napravi

Tjerao sam rijeke uzvodno
mak na konac, a zivot niz brdo
pravio se jak, a zadnji mi je vlak
na peron dosao

Al' dobit cu taj rat
jer pobijedio sam sebe
kada dobio sam tebe

Ref. 2x","https://tekstovi.net/2,135,35239.html","Inconnu Compositeur Auteur, Miro Buljan",Jednom u životu,Once in a Lifetime,,"Imao sam sve što poželim
1
Prijatelja stvarno ne znam broj
Izlazio van, svugdje bio sam
Dok nisi došla ti. Svijetlila mi svjetla gradova
Poneko dizanje, a bezbroj padova
Došla si ko' lijek, cijeli sam te vijek
čekao ja. (Refren)
Jednom u životu dođe ta
Koja ljubi tebe takvoga
Izbriše ti usnama poraze na grudima
Kad te nježno poljubi. I Boga moliš nek' je vječno tu
Umro bi da zatreba za nju
Jer sve na svijetu želiš s njom
Želiš kuću, djecu, dom
Ona što te zavoli
Samo ta to napravi. Tjerao sam rijeke uzvodno
Mak na konac, a život nizbrdo
Pravio se jak, a zadnji mi je vlak
Na peron došao. Al' dobit ću taj rat
Jer pobijedio sam sebe
Kada dobio sam tebe","I had everything I wished for
Friends I couldn't count
Going out and a was everywhere
Until you came. City lights were shining for me
Getting up sometimes and falling a billion times
You came as a medicine, for an entire era
I've waited for you. [Chorus]
Once in a lifetime comes the one
That kisses you as you are
With her lips wipes the wounds from your chest
When she kisses you gently. And you pray let her be forever here
You would die if it needs for her
For everything in the world you want with her
You want a house children home
The one that falls in love with you
Only she does that. I've pushed the rivers upwards
Pushed the life and life went downwards
Making myself look strong but last train came
On my stop. But I'll win this war
Because I have defeated myself
When I got you",https://lyricstranslate.com/en/jednom-u-zivotu-once-lifetime.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/jednom-u-zivotu-16101.htm,Jednom u životu,['Miro Buljan'],['Miro Buljan'],"['Miro Buljan', 'Igor Ivanović']",,,
22,rLIJvpNx_1_22,Tony Cetinski,Tony Cetinski,K'o da je sudbina htjela,49281,"Deset godina od danas
pa sve do dva zivota prije
ja sam ljubio sve redom
k'o da nista vazno nije
ali nije vrijedilo
 znam da nije vrijedilo
 
Zivot jednom rukom daje
a drugom rukom uzima
sada imam jacu kartu
duboko u grudima
i to ne bih mijenjao
 za nista ne bih mijenjao

Voljena, ja bit cu samo tebi odan
osjecam nakon dugih lutanja

Ref.
K'o da je sudbina htjela
da jednako volimo
da budemo tijelo do tijela zajedno

Nebo voli ovaj put
ja bit cu samo tebi odan
vise i ne osjecam
kao da po zemlji hodam, jedina

Ref. 2x","https://tekstovi.net/2,135,35356.html",ante pecotić,K'o da je sudbina htjela,Like the destiny wanted,,"Deset godina od danas
1
Pa sve do dva života prije
Ja sam ljubio sve redom
K'o da ništa važno nije
Ali nije vrijedilo, znam da nije vrijedilo. Život jednom rukom daje
A drugom rukom uzima
Sada imam jaču kartu
Duboko u grudima
I to ne bih mijenjao, za ništa ne bih mijenjao. Voljena, ja bit ću samo tebi odan
Osjećam nakon dugih lutanja. K'o da je sudbina htjela
Da jednako volimo
Da budemo tijelo do tijela zajedno
Nebo voli ovaj put
Ja bit ću samo tebi odan
Više i ne osjećam
Kao da po zemlji hodam jedina","Ten years from today
And until to two lives before
I kissed in order
Like nothing matters anymore
But it was'n worth it that I know it wasn't worth it. Life with one hand further
And takes with another hand
Now I have the stronger card
Deep in my chest
And I wouldn't change that for anything I wouldn't change it. Loved one I'll only be loyal to you
I feel after long wanderings. Like the destiny wanted
That we equally love
That we be body to body together
Heaven loves this path
I'll be loyal only to you
I don't even feel anymore
Like I'm walking alone on this world",https://lyricstranslate.com/en/ko-da-je-sudbina-htjela-destiny-wanted.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/k-o-da-je-sudbina-htjela-16104.htm,K'o da je sudbina htjela,['Ante Pecotić'],['Ante Pecotić'],"['Nikša Bratoš', 'Silvio Pasarić']",,,
23,rLIJvpNx_1_23,Tony Cetinski,Tony Cetinski,Kad bi dao Bog,193029,"Minutu pred kraj za nas oprostaj
ja priznat cu grijeh k'o slamku za spas
i past cu na dno, zasluzujem to
da sudis mi ti

Ref.
Da nam Bog nocas da
ljubav kao zadnju priliku
radje nego svijet uzeo bi nju
i ne bi niko kao ja
tvoju ljubav tako cuvao
nju sam imao pa izgubio
kad bi dao Bog

I stid me, i strah sto ostat cu ziv
ne postoji rijec koliko sam kriv
i spreman je stol
da veceram bol odes li ti

Ref. 2x","https://tekstovi.net/2,135,11417.html",,Kad bi dao Bog,if God would give,,"Minutu pred kraj, za naš oproštaj,
1
Ja priznat ću grijeh ko' slamku za spas
I past ću na dno, zaslužujem to
Da sudiš mi ti.. (Pripjev)
Da nam Bog noćas da
Ljubav kao zadnju priliku,
Rađe nego svijet uzeo bi nju.
I ne bi nitko kao ja
Tvoju ljubav tako čuvao,
Nju sam imao pa izgubio.. I stid me, i strah što ostat ću živ
Ne postoji riječ koliko sam kriv
I spreman je stol
Da večeram bol, odeš li ti.. (Pripjev)","One minute before the end, for our forgivness
I will admitt my sin as a straw rescue
and I will fall to the bottom, i deserve
you to be my judge. If God would give us tonight
love as an ultimate chance
rather then the world i woud take it.
And no one would
guard it as much as I.
I had it once, and I lost it.. And I'm frightened to stay alive, there's so much shame
There isn't word to describe all of my blame.
and the table is ready
I will eat my pain steady, if you leave",https://lyricstranslate.com/en/kad-bi-dao-bog-if-god-would-give.html,['Tony Cetinski'],2005 - Hrvatski Radijski Festival 2005,2005 - Hrvatski Radijski Festival 2005 - 24 najbolja,https://diskografija.com/pjesma/kad-bi-dao-bog-4413.htm,Kad bi dao Bog,['Miro Buljan'],['Nenad Ninčević'],"['Miro Buljan', 'Toni Cetinski']",2005 - Budi uz mene,2005 - Hitomanija 2,2011 - The best of
