Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Album_year_discogs,Written By_discogs,Flute_discogs,Translated By_discogs,Arranged By_discogs,Conductor_discogs,Orchestra_discogs,Adapted By_discogs,Adapted By (Text)_discogs,Translated By [Uncredited]_discogs,Adapted By (Text) [Uncredited]_discogs,Written-By [Original Lyrics/Uncredited]_discogs,Adapted By (Text) [Adapt.]_discogs,Choir_discogs,Backing Vocals_discogs,Lyrics By [A1]_discogs,Lyrics By [A2]_discogs,Lyrics By [A3]_discogs,Lyrics By [A4]_discogs,Lyrics By [A6]_discogs,Lyrics By [A7]_discogs,Music By [A1_discogs,A2_discogs,A3_discogs,A4_discogs,A6_discogs,A7]_discogs,Written-By [A5_discogs,A8]_discogs,Lyrics By [B1_discogs,B2_discogs,B5]_discogs,Lyrics By [B3]_discogs,Lyrics By [B4]_discogs,Lyrics By [B6]_discogs,Lyrics By [B7]_discogs,Music By [B1]_discogs,Music By [B2_discogs,Music By [B3_discogs,B6_discogs,B7]_discogs,Music By [B4]_discogs,Featuring_discogs,Written By [Lyrics]_discogs,Composed By_discogs,Soloist_discogs,Lyrics By [Original German]_discogs,Lyrics By [Original Italian]_discogs,Lyrics By [Original English]_discogs,Performer_discogs,Songwriter_discogs,Album_year_title_discogs,All_albums_discogs
Tereza Kesovija,Tereza Kesovija,Nisam Znala,,,Sva Su Proljeća U Meni / Nisam Znala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sva Su Proljeća U Meni / Nisam Znala,nan-Sva Su Proljeća U Meni / Nisam Znala
Tereza Kesovija,Tereza Kesovija,Sva Su Moja Proljeća U Meni,,,Tereza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,"nan-Tereza/nan-Tereza/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama"
Tereza Kesovija,Tereza Kesovija,Tko Me Je Majko Budio,,,Tereza,Stjepan Benzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Pjevat Ću Ti Nešto Nježno,,,Tereza,,,,,,,Ozren Depolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Marinero,,,Tereza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza/nan-Tereza
Tereza Kesovija,Tereza Kesovija,Uz Gradele,,,Tereza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza/nan-Tereza
Tereza Kesovija,Tereza Kesovija,U Te Sam Se Zaljubila,,,Tereza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza/nan-Tereza
Tereza Kesovija,Tereza Kesovija,Prijatelji,,,Tereza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,"nan-Tereza/1982.0-Prijatelji Stari Gdje Ste/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama/2018.0-The Best Of Collection"
Tereza Kesovija,Tereza Kesovija,Nemoj Da Od Drugog Saznam,,,Tereza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Nisam Znala...,,,Tereza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tereza,nan-Tereza
Tereza Kesovija,Tereza Kesovija,Što Je Ostalo Od Ljubavi,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi/nan-Tereza/2015.0-50 Originalnih Pjesama
Tereza Kesovija,Tereza Kesovija,Slijedi Me,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi
Tereza Kesovija,Tereza Kesovija,Tvoje Su Ruke U Mojoj Kosi,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi
Tereza Kesovija,Tereza Kesovija,Vjeruj Mi Dušo Moja,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi
Tereza Kesovija,Tereza Kesovija,Kokolo,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi/1979.0-Kad Sam S Tobom / Kokolo
Tereza Kesovija,Tereza Kesovija,Ne Traži Me,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi
Tereza Kesovija,Tereza Kesovija,Ima Nešto Jače,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi/1982.0-Prijatelji Stari Gdje Ste
Tereza Kesovija,Tereza Kesovija,Malo Je Radosti,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi/1979.0-Ljubomora / Malo Je Radosti/1982.0-Prijatelji Stari Gdje Ste
Tereza Kesovija,Tereza Kesovija,Shvatit Ćeš Me,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi
Tereza Kesovija,Tereza Kesovija,Poskočica,,,Što Je Ostalo Od Ljubavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Što Je Ostalo Od Ljubavi,nan-Što Je Ostalo Od Ljubavi
Tereza Kesovija,Tereza Kesovija,Kad Sam S Tobom,,,Kad Sam S Tobom / Kokolo,,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Kad Sam S Tobom / Kokolo,1979.0-Kad Sam S Tobom / Kokolo/nan-Tereza
Tereza Kesovija,Tereza Kesovija,"Mladosti, Moja Lijepa Radosti",,,"Mladosti, Moja Lijepa Radosti / Prijatelji...",Dragutin Britvić,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klapa Maestral,,,,,,,,,"1979.0-Mladosti, Moja Lijepa Radosti / Prijatelji...","1979.0-Mladosti, Moja Lijepa Radosti / Prijatelji.../nan-Poljubi Me/nan-Moja Splitska Ljeta/nan-Tereza/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama/2018.0-Moja Splitska Ljeta"
Tereza Kesovija,Tereza Kesovija,Prijatelji...,,,"Mladosti, Moja Lijepa Radosti / Prijatelji...",Željko Sabol,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1979.0-Mladosti, Moja Lijepa Radosti / Prijatelji...","1979.0-Mladosti, Moja Lijepa Radosti / Prijatelji..."
Tereza Kesovija,Tereza Kesovija,Na Stradunu,,,Na Stradunu / Neću Misliti Na Te,Luko Paljetak,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Na Stradunu / Neću Misliti Na Te,"1979.0-Na Stradunu / Neću Misliti Na Te/nan-Poljubi Me/nan-Tereza/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Spomenar (Balade Mora I Ljubavi)/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2012.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama"
Tereza Kesovija,Tereza Kesovija,Neću Misliti Na Te,,,Na Stradunu / Neću Misliti Na Te,Zvonimir Golob,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Na Stradunu / Neću Misliti Na Te,1979.0-Na Stradunu / Neću Misliti Na Te
Tereza Kesovija,Tereza Kesovija,Ljubomora,,,Ljubomora / Malo Je Radosti,Mile Rupčić,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Ljubomora / Malo Je Radosti,1979.0-Ljubomora / Malo Je Radosti/nan-Poljubi Me
Tereza Kesovija,Tereza Kesovija,Poljubi Me,,,Poljubi Me,Željko Sabol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me/2016.0-Oči Duše
Tereza Kesovija,Tereza Kesovija,Ostali Smo Prijatelji,,,Poljubi Me,Željko Sabol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me
Tereza Kesovija,Tereza Kesovija,Naše Kolo,,,Poljubi Me,Stjepan Benzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me/1982.0-Prijatelji Stari Gdje Ste
Tereza Kesovija,Tereza Kesovija,"Oprostit Ću, Zaboraviti Neću",,,Poljubi Me,Željko Sabol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me
Tereza Kesovija,Tereza Kesovija,"Vrati Mi Vjeru, Vrati Mi Sreću",,,Poljubi Me,Željko Sabol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me
Tereza Kesovija,Tereza Kesovija,Život Je Lijep,,,Poljubi Me,Stjepo Stražičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me/nan-Spomenar / Yearbook/2000.0-Spomenar (Balade Mora I Ljubavi)
Tereza Kesovija,Tereza Kesovija,Neću Misliti Na Te (Snijeg),,,Poljubi Me,Zvonimir Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me
Tereza Kesovija,Tereza Kesovija,"Voljela Bih, Da Te Nisam Srela",,,Poljubi Me,Željko Sabol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Poljubi Me,nan-Poljubi Me
Tereza Kesovija,Tereza Kesovija,Yougoslavia,4:10,,"Yougoslavia / C'est Mon Pays, Mon Amour",,,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1980.0-Yougoslavia / C'est Mon Pays, Mon Amour","1980.0-Yougoslavia / C'est Mon Pays, Mon Amour"
Tereza Kesovija,Tereza Kesovija,"C'est Mon Pays, Mon Amour",3:35,,"Yougoslavia / C'est Mon Pays, Mon Amour",,,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1980.0-Yougoslavia / C'est Mon Pays, Mon Amour","1980.0-Yougoslavia / C'est Mon Pays, Mon Amour"
Tereza Kesovija,Tereza Kesovija,"Voli Me, Voli Me...",,,Moja Splitska Ljeta,Mišo Doležal,Alfi Kabiljo,,,,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Moja Splitska Ljeta,nan-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Rusticana,,,Moja Splitska Ljeta,Tomislav Zuppa,Zdenko Runjić,,,,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Moja Splitska Ljeta,nan-Moja Splitska Ljeta/2005.0-Mojih 45 Skalina/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Moje Suze,,,Moja Splitska Ljeta,Ivica Krajač,Nikica Kalogjera,,,,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Moja Splitska Ljeta,nan-Moja Splitska Ljeta/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,"Jugoslavijo, Volim Te",,,"Jugoslavijo, Volim Te",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Jugoslavijo, Volim Te","nan-Jugoslavijo, Volim Te"
Tereza Kesovija,Tereza Kesovija,"Moja Ljubav, Moj Je Dom",,,"Jugoslavijo, Volim Te",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Jugoslavijo, Volim Te","nan-Jugoslavijo, Volim Te"
Tereza Kesovija,Tereza Kesovija,Pour Presque Rien /J. Renard,4:08,,Tereza,,,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0-Tereza,1981.0-Tereza
Tereza Kesovija,Tereza Kesovija,"Qe' est-Ce Que Tu Attends De Lui?/C. Lemesle, T. Stefanidis",3:12,,Tereza,,,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0-Tereza,1981.0-Tereza
Tereza Kesovija,Tereza Kesovija,Sanjam (Visions),,,Sanjam,Marie-Luise Zehetner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,Svirači (Le Bord Du Tage),,,Sanjam,Charles Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,Malo Sunca Malo Sna (Give Me Your Hand),,,Sanjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Maneta,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,"Malo, Maleno (Mamma)",,,Sanjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Maneta,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,Čemu To ? (Moi J'ai Mal),,,Sanjam,Serge Lama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,Kazanova (Qu'est - Ce Que Tu Attends De Lui?),,,Sanjam,Claude Lemesle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,Ako Želiš To (La Mer De Nos Amours),,,Sanjam,Serge Lama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,Živim U Uspomenama (Souvenirs),,,Sanjam,Serge Lama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,U Mom Životu Sunce Bez Prestanka Sja (Amore Bello),,,Sanjam,Serge Lama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sanjam,nan-Sanjam
Tereza Kesovija,Tereza Kesovija,Neću Misliti Na Te / Snijeg,,,Prijatelji Stari Gdje Ste,Zvonimir Golob,,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0-Prijatelji Stari Gdje Ste,1982.0-Prijatelji Stari Gdje Ste
Tereza Kesovija,Tereza Kesovija,Porastao Sam Majko,,,"Kad Porasteš Sine / Porastao Sam, Majko",,,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1982.0-Kad Porasteš Sine / Porastao Sam, Majko","1982.0-Kad Porasteš Sine / Porastao Sam, Majko"
Tereza Kesovija,Tereza Kesovija,"Razgovor Sa Terezom I Predstavljanje Kompozicija Sa Njenog Novog Albuma ""Ja Sam Pjesma"" I Deo",,,Radio Emisija PGP RTB - Vaš Gost Tereza,,,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0-Radio Emisija PGP RTB - Vaš Gost Tereza,1982.0-Radio Emisija PGP RTB - Vaš Gost Tereza
Tereza Kesovija,Tereza Kesovija,"Razgovor Sa Terezom I Predstavljanje Kompozicija Sa Njenog Novog Albuma ""Ja Sam Pjesma"" II Deo",,,Radio Emisija PGP RTB - Vaš Gost Tereza,,,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0-Radio Emisija PGP RTB - Vaš Gost Tereza,1982.0-Radio Emisija PGP RTB - Vaš Gost Tereza
Tereza Kesovija,Tereza Kesovija,Sinoć Kad Sam Ti Prošla,3:01,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Zelena Naranča,2:17,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči/1986.0-Koncert V Cankarjevem Domu
Tereza Kesovija,Tereza Kesovija,Daleko Mi Je Biser Jadrana,2:54,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Zbogom Ostaj Moj Cvijete Ljubljeni,3:55,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Na Brijegu Kuća Mala,3:19,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Sinoć Kad Sklopih Oči,3:44,,Sinoć Kad Sklopih Oči,Mario Nardelli,Mario Nardelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Cviće Moje,1:46,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči/1986.0-Koncert V Cankarjevem Domu/nan-Live A L'Olympia - Paris/2005.0-Mojih 45 Skalina
Tereza Kesovija,Tereza Kesovija,Poletjele Bijele Vile,4:00,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Pjesma O Anki,3:22,,Sinoć Kad Sklopih Oči,Mario Nardelli,Mario Nardelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Nije Ovo Ljubav Prava,2:45,,Sinoć Kad Sklopih Oči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sinoć Kad Sklopih Oči,nan-Sinoć Kad Sklopih Oči
Tereza Kesovija,Tereza Kesovija,Ja Sam Pjesma,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/1984.0-Ponovni Susret/nan-Moja Splitska Ljeta 2/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2009.0-Ja Sam Pjesma/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Na Sunčanoj Strani,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/1984.0-Ponovni Susret/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Arlecchino,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Budi Sa Mnom,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Nerođeni Sine Moj,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/2000.0-Spomenar (Balade Mora I Ljubavi)
Tereza Kesovija,Tereza Kesovija,Jedan Dan Života,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Valovi,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Ti Si Moj Grijeh,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/nan-S Druge Strane Sna (Live)/2005.0-Mojih 45 Skalina/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Školjka,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)
Tereza Kesovija,Tereza Kesovija,Pastorala,,,Ja Sam Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Pjesma,nan-Ja Sam Pjesma/2000.0-Spomenar (Balade Mora I Ljubavi)
Tereza Kesovija,Tereza Kesovija,Na Kušinu,,,Na Kušinu,,,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0-Na Kušinu,1983.0-Na Kušinu/nan-Na Kušinu/1984.0-Ponovni Susret/nan-Moja Splitska Ljeta 2/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2009.0-Ja Sam Pjesma/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Promenade,,,Na Kušinu,,,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0-Na Kušinu,1983.0-Na Kušinu/nan-Na Kušinu/1984.0-Ponovni Susret/nan-Moja Splitska Ljeta 2/2005.0-Mojih 45 Skalina/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Hey! Là Haut,3:52,Piet Souer,Hey! Là Haut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hey! Là Haut,nan-Hey! Là Haut
Tereza Kesovija,Tereza Kesovija,Danse Avant De Dormir,3:50,,Hey! Là Haut,Tini Varga,Radovan Jovićević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hey! Là Haut,nan-Hey! Là Haut
Tereza Kesovija,Tereza Kesovija,Spomenar,,,Spomenar / Yearbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Spomenar / Yearbook,nan-Spomenar / Yearbook/nan-Spomenar / Yearbook/2000.0-Spomenar (Balade Mora I Ljubavi)
Tereza Kesovija,Tereza Kesovija,Divlja Strast,2:55,,Spomenar / Yearbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Spomenar / Yearbook,nan-Spomenar / Yearbook
